"spec_id","vote_id","boletin","fecha","minority_share_binary","binary_participation_share","spread_1d","midpoint_1d","gmp","apre"
"dedup_lop025","88984","18216-05","2026-05-20",0.476821,0.974194,-0.51647013425827,-0.239957839250565,0.911303162574768,0.972222222222222
"dedup_lop025","89000","18156-04","2026-06-02",0.304636,0.974194,0.560652732849121,0.36310487985611,0.84348064661026,0.760869565217391
"dedup_lop025","89001","18156-04","2026-06-02",0.206667,0.967742,-1.57636201381683,-0.9069744348526,0.84169065952301,0.806451612903226
"dedup_lop025","89002","18156-04","2026-06-02",0.3,0.967742,0.848212659358978,0.374725729227066,0.883781731128693,0.822222222222222
"dedup_lop025","89003","17287-14","2026-06-02",0.106383,0.909677,1.5986875295639,0.727181315422058,0.934664905071259,0.533333333333333
"dedup_lop025","89032","16808-25","2026-06-03",0.414966,0.948387,-1.175816655159,0.175816640257835,0.950628578662872,1
"dedup_lop025","89034","18230-13","2026-06-03",0.335766,0.883871,1.13053786754608,0.258876353502274,0.922677576541901,0.934782608695652
"dedup_lop025","89035","18230-13","2026-06-03",0.355072,0.890323,1.28000581264496,0.280005782842636,0.95293653011322,0.938775510204082
"dedup_lop025","89036","18230-13","2026-06-03",0.345324,0.896774,1.2907589673996,0.29075899720192,0.94367128610611,0.916666666666667
"dedup_lop025","89037","18230-13","2026-06-03",0.35,0.903226,1.28395068645477,0.283950686454773,0.950093924999237,0.938775510204082
"dedup_lop025","89038","18230-13","2026-06-03",0.043478,0.890323,0.300000011920929,1,0.634815156459808,0
