boletin,sequence,commission,topic_proxy,is_origin_proxy,is_transversal,source_type,first_seen_date,etapa,evidence_event,source_url
18222-06,2,Mujeres y Equidad de Género,Mujeres y género,0,0,evento_tramitacion,2026-05-04,Primer trámite constitucional / C. Diputados,"Oficio N° 21198. Comunica a la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización el acuerdo de la Sala, en orden a remitir a la Comisión de Mujeres y Equidad de Género, el proyecto de ley, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18888&prmBOLETIN=18222-06
18233-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-22,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18895&prmBOLETIN=18233-07
18223-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-04-25,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18889&prmBOLETIN=18223-15
18224-18,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-04-27,destinación inicial,Código de destinación del boletín: 18,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18893&prmBOLETIN=18224-18
18224-18,2,Ciencia y Tecnología,Ciencia y tecnología,0,0,evento_tramitacion,2026-06-18,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Ciencias y Tecnología,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18893&prmBOLETIN=18224-18
18225-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-04-28,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18890&prmBOLETIN=18225-07
18226-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-04-28,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18891&prmBOLETIN=18226-15
18227-11,1,Salud,Salud,1,0,sufijo_boletin,2026-04-28,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18892&prmBOLETIN=18227-11
18228-04,1,Educación,Educación,1,0,evento_tramitacion,2026-05-04,Primer trámite constitucional / C. Diputados,"Oficio N° 21200. Comunica a la Comisión de Futuro, Ciencias, Tecnología, Conocimiento e Innovación,la asignación del proyecto de ley, correspondiente al boletín N° 18228-04, inicialmente asignado a la Comisión de Educación",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18887&prmBOLETIN=18228-04
18228-04,2,Ciencia y Tecnología,Ciencia y tecnología,0,0,evento_tramitacion,2026-05-04,Primer trámite constitucional / C. Diputados,"Oficio N° 21200. Comunica a la Comisión de Futuro, Ciencias, Tecnología, Conocimiento e Innovación,la asignación del proyecto de ley, correspondiente al boletín N° 18228-04, inicialmente asignado a la Comisión de Educación",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18887&prmBOLETIN=18228-04
18229-11,1,Salud,Salud,1,0,sufijo_boletin,2026-04-29,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18894&prmBOLETIN=18229-11
18234-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-04-29,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18898&prmBOLETIN=18234-35
18235-19,1,Ciencia y Tecnología,Ciencia y tecnología,1,0,sufijo_boletin,2026-04-29,destinación inicial,Código de destinación del boletín: 19,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18897&prmBOLETIN=18235-19
18230-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-04-30,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18230-13,2,Hacienda,Economía y hacienda,0,1,evento_tramitacion,2026-05-10,Primer trámite constitucional / C. Diputados,Primer informe de comisión. Pasa a Comisión de Hacienda,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18883&prmBOLETIN=18230-13
18231-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-05-04,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18882&prmBOLETIN=18231-35
18232-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-05-04,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18886&prmBOLETIN=18232-25
18236-18,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-05-04,destinación inicial,Código de destinación del boletín: 18,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18899&prmBOLETIN=18236-18
18236-18,2,Mujeres y Equidad de Género,Mujeres y género,0,0,evento_tramitacion,2026-05-06,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión Mujeres y Equidad de Género,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18899&prmBOLETIN=18236-18
18237-33,1,Recursos Hídricos y Desertificación,Agua y recursos hídricos,1,0,sufijo_boletin,2026-05-04,destinación inicial,Código de destinación del boletín: 33,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18900&prmBOLETIN=18237-33
18238-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-05-05,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18901&prmBOLETIN=18238-25
18240-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-05-05,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18904&prmBOLETIN=18240-13
18241-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-05-05,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18903&prmBOLETIN=18241-03
18244-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-05,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18907&prmBOLETIN=18244-07
18245-12,1,Medio Ambiente y Recursos Naturales,Medio ambiente,1,0,sufijo_boletin,2026-05-05,destinación inicial,Código de destinación del boletín: 12,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18909&prmBOLETIN=18245-12
18239-36,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-05-06,destinación inicial,Código de destinación del boletín: 36,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18902&prmBOLETIN=18239-36
18242-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-05-06,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18905&prmBOLETIN=18242-13
18246-18,1,"Familia, Infancia y Adolescencia","Familia, infancia y adolescencia",1,0,sufijo_boletin,2026-05-06,destinación inicial,Código de destinación del boletín: 18,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18908&prmBOLETIN=18246-18
18246-18,2,Ciencia y Tecnología,Ciencia y tecnología,0,0,evento_tramitacion,2026-05-12,Primer trámite constitucional / C. Diputados,"Oficio N°21.227. Remite el proyecto a la Comisión de Futuro, Ciencias, Tecnología, Conocimiento e Innovación.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18908&prmBOLETIN=18246-18
18247-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-05-06,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18910&prmBOLETIN=18247-13
18248-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-06,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18911&prmBOLETIN=18248-07
18249-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-06,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18912&prmBOLETIN=18249-07
18250-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,evento_tramitacion,2026-05-13,Primer trámite constitucional / C. Diputados,"Oficio N° 21232. Comunica a la Comisión de Seguridad Ciudadana la asignación del proyecto de ley, radicado inicialmente en la Comisión de Constitución, Legislación, Justicia y Reglamento.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18913&prmBOLETIN=18250-07
18250-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-05-13,Primer trámite constitucional / C. Diputados,"Oficio N° 21232. Comunica a la Comisión de Seguridad Ciudadana la asignación del proyecto de ley, radicado inicialmente en la Comisión de Constitución, Legislación, Justicia y Reglamento.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18913&prmBOLETIN=18250-07
18251-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-09,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18914&prmBOLETIN=18251-07
18252-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-09,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18915&prmBOLETIN=18252-07
18262-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-05-11,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18951&prmBOLETIN=18262-06
18263-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-05-11,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18953&prmBOLETIN=18263-03
18264-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-12,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18944&prmBOLETIN=18264-07
18265-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-12,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18950&prmBOLETIN=18265-07
18265-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-05-20,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Seguridad Ciudadana,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18950&prmBOLETIN=18265-07
18266-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-05-12,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18945&prmBOLETIN=18266-15
18463-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-05-12,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=19144&prmBOLETIN=18463-06
18253-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-05-13,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18917&prmBOLETIN=18253-25
18254-11,1,Salud,Salud,1,0,sufijo_boletin,2026-05-13,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18916&prmBOLETIN=18254-11
18267-24,1,"Cultura, Artes y Comunicaciones",Cultura y comunicaciones,1,0,sufijo_boletin,2026-05-13,destinación inicial,Código de destinación del boletín: 24,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18946&prmBOLETIN=18267-24
18268-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-05-13,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18949&prmBOLETIN=18268-06
18269-01,1,"Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,1,0,sufijo_boletin,2026-05-13,destinación inicial,Código de destinación del boletín: 01,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18948&prmBOLETIN=18269-01
18270-25,1,Seguridad Ciudadana,Seguridad,1,0,sufijo_boletin,2026-05-13,destinación inicial,Código de destinación del boletín: 25,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18947&prmBOLETIN=18270-25
18271-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-13,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18952&prmBOLETIN=18271-07
18281-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-05-14,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18959&prmBOLETIN=18281-15
18282-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-15,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18960&prmBOLETIN=18282-07
18283-35,1,Personas Mayores y Discapacidad,Personas mayores y discapacidad,1,0,sufijo_boletin,2026-05-15,destinación inicial,Código de destinación del boletín: 35,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18957&prmBOLETIN=18283-35
18283-35,2,Trabajo y Seguridad Social,Trabajo y seguridad social,0,0,evento_tramitacion,2026-06-02,Primer trámite constitucional / C. Diputados,Oficio N° 21257. Por acuerdo de la Sala. remite a la Comisión de Trabajo y Seguridad Social el proyecto de ley asignado originalmente a la Comisión de Personas Mayores.,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18957&prmBOLETIN=18283-35
18284-29,1,Deportes y Recreación,Deportes,1,0,sufijo_boletin,2026-05-17,destinación inicial,Código de destinación del boletín: 29,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18968&prmBOLETIN=18284-29
18255-31,1,Desarrollo Social,Desarrollo social,1,0,sufijo_boletin,2026-05-18,destinación inicial,Código de destinación del boletín: 31,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18918&prmBOLETIN=18255-31
18256-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-05-18,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18919&prmBOLETIN=18256-10
18257-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-05-18,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18920&prmBOLETIN=18257-10
18258-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-18,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18921&prmBOLETIN=18258-07
18259-08,1,Minería y Energía,Minería y energía,1,0,sufijo_boletin,2026-05-18,destinación inicial,Código de destinación del boletín: 08,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18922&prmBOLETIN=18259-08
18259-08,2,Hacienda,Economía y hacienda,0,1,evento_tramitacion,2026-07-13,Primer trámite constitucional / C. Diputados,Primer informe de comisión. Pasa a Comisión de Hacienda,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18922&prmBOLETIN=18259-08
18285-05,1,Hacienda,Economía y hacienda,1,1,sufijo_boletin,2026-05-18,destinación inicial,Código de destinación del boletín: 05,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18958&prmBOLETIN=18285-05
18290-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-05-18,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18964&prmBOLETIN=18290-15
18260-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-19,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18923&prmBOLETIN=18260-07
18261-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-05-19,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18924&prmBOLETIN=18261-13
18272-37,1,"Cultura, Patrimonio, Artes, Deportes y Recreación","Cultura, patrimonio y deporte",1,0,sufijo_boletin,2026-05-19,destinación inicial,Código de destinación del boletín: 37,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18936&prmBOLETIN=18272-37
18273-21,1,"Pesca, Acuicultura e Intereses Marítimos",Pesca y acuicultura,1,0,sufijo_boletin,2026-05-19,destinación inicial,Código de destinación del boletín: 21,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18937&prmBOLETIN=18273-21
18274-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-19,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18938&prmBOLETIN=18274-07
18275-12,1,Medio Ambiente y Recursos Naturales,Medio ambiente,1,0,sufijo_boletin,2026-05-19,destinación inicial,Código de destinación del boletín: 12,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18939&prmBOLETIN=18275-12
18276-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-20,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18940&prmBOLETIN=18276-07
18277-04,1,Educación,Educación,1,0,sufijo_boletin,2026-05-20,destinación inicial,Código de destinación del boletín: 04,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18954&prmBOLETIN=18277-04
18278-13,1,Trabajo y Seguridad Social,Trabajo y seguridad social,1,0,sufijo_boletin,2026-05-20,destinación inicial,Código de destinación del boletín: 13,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18955&prmBOLETIN=18278-13
18289-01,1,"Agricultura, Silvicultura y Desarrollo Rural",Agricultura y mundo rural,1,0,sufijo_boletin,2026-05-20,destinación inicial,Código de destinación del boletín: 01,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18965&prmBOLETIN=18289-01
18288-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-05-21,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18963&prmBOLETIN=18288-06
18287-11,1,Salud,Salud,1,0,sufijo_boletin,2026-05-26,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18971&prmBOLETIN=18287-11
18291-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,evento_tramitacion,2026-06-03,Primer trámite constitucional / C. Diputados,"Oficio N° 21266. Comunica a la Comisión de Constitución, Legislación, Justicia y Reglamento el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Seguridad Ciudadana, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18970&prmBOLETIN=18291-07
18291-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-06-03,Primer trámite constitucional / C. Diputados,"Oficio N° 21266. Comunica a la Comisión de Constitución, Legislación, Justicia y Reglamento el acuerdo de la Sala, en orden a remitir el proyecto de ley a la Comisión de Seguridad Ciudadana, con posterioridad a su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18970&prmBOLETIN=18291-07
18292-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-27,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18969&prmBOLETIN=18292-07
18293-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-05-28,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18967&prmBOLETIN=18293-15
18295-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-05-28,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18966&prmBOLETIN=18295-07
18295-07,2,Seguridad Ciudadana,Seguridad,0,0,evento_tramitacion,2026-06-17,Primer trámite constitucional / C. Diputados,Oficio N°21.323. Comunica que la Cámara de Diputados rechazó la solicitud de la Comisión de Seguridad Ciudadana para que se le remita el proyecto de ley.,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18966&prmBOLETIN=18295-07
18306-15,1,Transportes y Telecomunicaciones,Transportes y telecomunicaciones,1,0,sufijo_boletin,2026-05-29,destinación inicial,Código de destinación del boletín: 15,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18985&prmBOLETIN=18306-15
18307-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-05-29,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18987&prmBOLETIN=18307-03
18308-11,1,Salud,Salud,1,0,sufijo_boletin,2026-05-29,destinación inicial,Código de destinación del boletín: 11,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18986&prmBOLETIN=18308-11
18280-21,1,"Pesca, Acuicultura e Intereses Marítimos",Pesca y acuicultura,1,0,sufijo_boletin,2026-05-31,destinación inicial,Código de destinación del boletín: 21,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18956&prmBOLETIN=18280-21
18309-14,1,"Vivienda, Desarrollo Urbano",Vivienda y territorio,1,0,sufijo_boletin,2026-05-31,destinación inicial,Código de destinación del boletín: 14,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18983&prmBOLETIN=18309-14
18310-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-05-31,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18992&prmBOLETIN=18310-03
18311-06,1,"Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización",Gobierno interior y descentralización,1,0,sufijo_boletin,2026-05-31,destinación inicial,Código de destinación del boletín: 06,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18982&prmBOLETIN=18311-06
18312-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-01,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18981&prmBOLETIN=18312-07
18279-10,1,Relaciones Exteriores,Relaciones exteriores,1,0,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 10,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18961&prmBOLETIN=18279-10
18286-03,1,"Economía, Fomento, MIPYMES, Consumidores y Turismo","Economía, comercio y consumidores",1,0,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 03,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18962&prmBOLETIN=18286-03
18297-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18975&prmBOLETIN=18297-07
18297-07,2,Derechos Humanos y Pueblos Originarios,Derechos humanos,0,0,evento_tramitacion,2026-07-14,Primer trámite constitucional / Senado,"Oficio N° 4722. Respuesta del Ministerio de Justicia y Derechos Humanos a oficio enviado por la Comisión, respecto a la materia.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18975&prmBOLETIN=18297-07
18298-07,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,1,1,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 07,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18972&prmBOLETIN=18298-07
18313-08,1,"Constitución, Legislación, Justicia y Reglamento",Constitución y justicia,0,1,evento_tramitacion,2026-06-08,Primer trámite constitucional / C. Diputados,"Oficio N° 21282. Comunica a la Comisión de Minería y Energía el acuerdo de la Sala, en orden a remitir a la Comisión de Constitución, Legislación, Justicia y Reglamento el proyecto de ley, con posterioridada su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18984&prmBOLETIN=18313-08
18313-08,2,Minería y Energía,Minería y energía,1,0,evento_tramitacion,2026-06-08,Primer trámite constitucional / C. Diputados,"Oficio N° 21282. Comunica a la Comisión de Minería y Energía el acuerdo de la Sala, en orden a remitir a la Comisión de Constitución, Legislación, Justicia y Reglamento el proyecto de ley, con posterioridada su despacho.",https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18984&prmBOLETIN=18313-08
18316-02,1,Defensa Nacional,Defensa,1,0,sufijo_boletin,2026-06-02,destinación inicial,Código de destinación del boletín: 02,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18998&prmBOLETIN=18316-02
