boletin,project_id,fecha_ingreso,origen_iniciativa,titulo,document_type,event_label,source_url,resolved_url,mime_type,extraction_method,pages_total,units_examined,raw_chars,cleaned_chars,text_quality,text_sha256,synced_at
18182-07,18845,2026-04-14,parlamentario,"Deroga la ley N° 80, que manda publicar en el Diario Oficial y en orden correlativo todos los decretos de que tome razón la Dirección del Tesoro",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18411&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18411&prmTIPO=INICIATIVA,application/pdf,pdf_text,1,1,2127,2127,rica,f538bc0548f96420176abb9e906748fd77ae71156f2656ddfdcd26e530b1e34e,2026-09-02T15:08:00+00:00
18183-07,18846,2026-04-14,parlamentario,"Deroga la ley N° 1.025, que ordena que los conocimientos de naves vengan visados por los cónsules de la República",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18412&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18412&prmTIPO=INICIATIVA,application/pdf,pdf_text,1,1,2117,2117,rica,484941364169c444e26fb88ffb43c6c4cd61e8549a61f6abc437afc4219679ab,2026-09-02T15:08:01+00:00
18184-07,18847,2026-04-14,parlamentario,"Deroga la ley N° 1.187, sobre internación de mercaderías por los boquetes de Antuco, Lonquimay, Pucón y Nahuelhuapi",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18413&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18413&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,2102,2102,rica,c846a62ead3475ce81c55e3ab536bc1cc72e23c093b8d28ce05f4274990995bd,2026-09-02T15:08:01+00:00
18185-07,18848,2026-04-14,parlamentario,"Deroga la ley N° 1.559, que incluye a Pisagua, Coronel y Puerto Montt entre los puertos por los cuales puede incorporarse y exportarse alcoholes, licores espirituosos y vinos de todas clases",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18414&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18414&prmTIPO=INICIATIVA,application/pdf,pdf_text,1,1,2222,2222,rica,379a0f5e6a440cd1f7413fb422e46f5d29a7756e4e79a091d098b66213cbfd5a,2026-09-02T15:08:01+00:00
18186-07,18849,2026-04-14,parlamentario,"Deroga la ley N° 1.644, que fija la pena en que deben incurrir los tesoreros fiscales, los administradores de Aduana, el Intendente General del Ejército y de la Marina, que no rindan sus cuentas en el plazo de veinte días después de terminado el mes y período en que deben presentarlas",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18415&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18415&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,2410,2410,rica,77366580a6c6b8d398809ffb9054cfcc3d067f9ac648c078519edcea7b6e775f,2026-09-02T15:08:02+00:00
18187-07,18850,2026-04-14,parlamentario,"Deroga la ley N° 1.930, que fija la ley de las monedas de un peso y cincuenta centavos",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18416&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18416&prmTIPO=INICIATIVA,application/pdf,pdf_text,1,1,2009,2009,rica,3ec40c45d60a72253ba7b007b95c74c0d0ebadb06d543131b82c8e2db3d07e91,2026-09-02T15:08:02+00:00
18188-07,18851,2026-04-14,parlamentario,"Deroga la ley N° 3.297, que prohíbe la exportación de los metales viejos o usados, que se indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18417&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18417&prmTIPO=INICIATIVA,application/pdf,pdf_text,1,1,2038,2038,rica,2620d331f936bf3183eee84cf4af0395997733a192e49120d4fa9cfce29a5a70,2026-09-02T15:08:02+00:00
18189-14,18859,2026-04-15,parlamentario,"Modifica la ley N° 20.898, con el objeto de ampliar el régimen excepcional de regularización de viviendas y actualizar la fecha de su aplicación",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18425&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18425&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4757,4757,rica,f8abe12f6b362c41a1bd390926a8e90076727d9873dbd3b3d53367772891a235,2026-09-02T15:08:03+00:00
18190-11,18858,2026-04-15,parlamentario,"Modifica la ley N° 20.606, sobre composición nutricional de los alimentos y su publicidad, con el objeto de incorporar criterios de rotulación de alimentos para animales",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18424&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18424&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,10976,10976,rica,9b27451dc89638182e37e89757184d531baa0205868367609c4d2c6a83dba4ba,2026-09-02T15:08:04+00:00
18191-37,18852,2026-04-15,parlamentario,Establece el 13 de octubre de cada año como el Día Nacional de la Gestión Cultural,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18418&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18418&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,10164,10164,rica,e8d76c99a0ad0acf2de80425166bff843dd75a6465851ec151f04560a1134e27,2026-09-02T15:08:04+00:00
18192-25,18853,2026-04-15,parlamentario,"Modifica diversos cuerpos legales, con el objeto de fortalecer la persecución penal de la distribución digital ilícita y proteger a los consumidores",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18419&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18419&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,18793,18793,rica,acbe5a8d86d316292f96e7ce2317b670dfddc2905cb37e91fb576343c9b7ff31,2026-09-02T15:08:05+00:00
18193-06,18854,2026-04-15,parlamentario,"Modifica la ley N° 19.886, Ley de Bases sobre Contratos Administrativos de Suministro y Prestación de Servicios, con el objeto de perfeccionar las disposiciones relativas a los procedimientos de contratación",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18420&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18420&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,7744,7744,rica,578d6ded6ac43cd53ce3580c98ecc20f4fe89f07b3f6fbde6e470ac9337319f3,2026-09-02T15:08:05+00:00
18194-08,18855,2026-04-15,parlamentario,Crea un régimen jurídico especial aplicable a los minerales críticos,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18421&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18421&prmTIPO=INICIATIVA,application/pdf,pdf_text,13,13,31111,31111,rica,c680266bedf409533e62a4cc45457bd3034321183a9ab914ed56cd1ee7d4bf9a,2026-09-02T15:08:06+00:00
18195-07,18856,2026-04-15,parlamentario,"Modifica la Carta Fundamental, con el objeto de establecer la exigencia para senadores y diputados de someterse a un examen para detectar el consumo de sustancias o drogas estupefacientes o sicotrópicas.",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18422&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18422&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,6378,6378,rica,6c17e608643c41b006895545f2026ee6b7a2f9ea9d53083ad9f55113782ed4d3,2026-09-02T15:08:06+00:00
18196-04,18860,2026-04-15,parlamentario,Amplía hipótesis de ingreso de Fuerzas de Orden y Seguridad a recintos universitarios y colegiales,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18426&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18426&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,9240,9240,rica,c29fb1390a190d59f54e1c86658ea01c47ec415b08968c8c12b5f3a24e6604cc,2026-09-02T15:08:07+00:00
18197-04,18857,2026-04-15,parlamentario,"Modifica la ley N° 20.027, en materia de cobro de créditos de educación superior, para fortalecer las garantías del debido proceso",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18423&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18423&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,10936,10936,rica,e7df5a64650dfcbc7f4438a3c511c3b9cdc6802978ad0b64026822c7d1807bcd,2026-09-02T15:08:08+00:00
18198-15,18861,2026-04-15,parlamentario,Modifica cuerpos legales que indica con el objeto de fortalecer la seguridad marítima y pesquera,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18427&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18427&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,19373,19373,rica,13e898d6d747883acffb2a516349619cdccbbb5c616f126f28064b3061a1d43e,2026-09-02T15:08:09+00:00
18199-12,18881,2026-04-20,parlamentario,"Modifica la ley N° 20.920, que establece marco para la gestión de residuos, la responsabilidad extendida del productor y fomento al reciclaje, para sancionar las infracciones en la gestión de desechos textiles",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18447&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18447&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,6649,6649,rica,9257668f5cd62c59583996f0d6aa027ef174ac183873909e7597074257b43ba0,2026-09-02T15:08:15+00:00
18200-06,18868,2026-04-20,parlamentario,"Modifica la ley N° 19.886, de bases sobre contratos administrativos de suministro y prestación de servicios, con el objeto de establecer una inhabilidad especial respecto de las personas jurídicas que indica",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18434&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18434&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4802,4802,rica,c399bb2170f3b5b35488118b766ea37d372bf5388a86510830571fc752463543,2026-09-02T15:08:16+00:00
18201-06,18864,2026-04-20,parlamentario,Rehabilita la nacionalidad chilena a Manuel Guillermo Pinto Pizarro,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18430&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18430&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4469,4469,rica,aae34913d405cb101e2f46b8d9ef4b5a151a092c7caa640fb3a0b880374af115,2026-09-02T15:08:17+00:00
18202-06,18867,2026-04-20,parlamentario,Rehabilita la nacionalidad chilena a Carlos Javier Araya Labra,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18433&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18433&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4666,4666,rica,c336748d6602ff39fb095ba618a313a4b27fe207cb03cc4d2e3bd3c003609007,2026-09-02T15:08:18+00:00
18203-06,18866,2026-04-20,parlamentario,Rehabilita la nacionalidad chilena a Cristóbal Parot Fernández,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18432&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18432&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4843,4843,rica,d7621729c76852d7802f4319e6d21fd23dff798589574255e4ef231c05c6998e,2026-09-02T15:08:19+00:00
18204-06,18865,2026-04-20,parlamentario,Rehabilita la nacionalidad chilena a Blanca Rosa Fernández Peirano,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18431&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18431&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4215,4215,rica,595201099382c154924ab715b0a6671a8b4c32da50aab8370eaf9f9356560f0e,2026-09-02T15:08:20+00:00
18205-29,18862,2026-04-15,parlamentario,"Reconoce al fútbol amateur como actividad de interés público y establece normas sobre prevención de la violencia, seguridad, responsabilidad y transparencia en esa actividad",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18428&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18428&prmTIPO=INICIATIVA,application/pdf,pdf_text,10,10,18270,18270,rica,bfdd1c07b8d56d4c96e87361caadcea805e682695354966d8f9fcea7a1c52805,2026-09-02T15:08:11+00:00
18206-13,18869,2026-04-16,parlamentario,Modifica el Código del Trabajo en materia de contrato por horas y educación dual,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18435&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18435&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,10415,10415,rica,2c0e4bada2cc2c522f61f9458b0acce51a9f3d680dc599262c7eff713f3d85a6,2026-09-02T15:08:13+00:00
18207-06,18870,2026-04-20,parlamentario,Rehabilita la nacionalidad chilena a Macarena Ximena Kathia Aguilera Fernández,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18436&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18436&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,3815,3815,rica,c28a9be6f11467274c7b43a85851bd3ea313f24af49160253e7f2ddc6df9e591,2026-09-02T15:08:20+00:00
18208-25,18863,2026-04-20,ejecutivo,"Modifica el Código Procesal Penal, para regular la continuidad del juicio oral y permitir la dictación de sentencia definitiva ante la incomparecencia injustificada del acusado",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18429&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18429&prmTIPO=INICIATIVA,application/pdf,pdf_text,17,17,34286,34286,rica,f96c2fa49490ce74e9bfa7acca62698049e75b25899ffb4c6c07178bd966f1ba,2026-09-02T15:08:21+00:00
18209-04,18873,2026-04-20,parlamentario,"Establece requisitos de legalidad, transparencia y auditoría para la ejecución de cobros de créditos educativos con garantía estatal",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18439&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18439&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,10805,10805,rica,eabf4e7d18a8f82b75aad5c2e9c94c5cd01940919424860fe1b7bbb19c3eeaed,2026-09-02T15:08:23+00:00
18210-06,18874,2026-04-21,parlamentario,Concede la nacionalidad chilena por gracia al ciudadano uruguayo Pablo Lemoine,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18440&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18440&prmTIPO=INICIATIVA,application/pdf,pdf_text,3,3,2461,2461,rica,e228a00075b77a2dd0b9f69fb1f88581b6d499379fbe68eb1353ebfd3b99e22e,2026-09-02T15:08:23+00:00
18211-25,18875,2026-04-22,parlamentario,"Modifica el código penal, con el objeto de tipificar el delito de ocultamiento de identidad en el contexto de eventos masivos y desórdenes públicos",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18441&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18441&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4001,4001,rica,7c9be8bedb170f26404010cbc3afef58a5b47759825f27605c047051013adf93,2026-09-02T15:08:25+00:00
18212-07,18876,2026-04-21,parlamentario,"Modifica el código penal y la ley Nº 20.084, con el objeto de establecer la responsabilidad penal de los padres o guardadores por omisión grave del deber de cuidado",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18442&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18442&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,4286,4286,rica,86d44a1814a66af4c9d097027418d2bf7ebb37e394e3e357ae34cccdd7b017ba,2026-09-02T15:08:24+00:00
18213-07,18878,2026-04-07,parlamentario,Modifica la Constitución Política para restablecer la estabilidad de los precios de los combustibles,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18444&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18444&prmTIPO=INICIATIVA,application/pdf,pdf_text,4,4,7983,7983,rica,fabf20f34340bb342aac51fb5694f2ed3e5d59471bc8e67d4392fbc2d4e48f11,2026-09-02T15:07:49+00:00
18214-07,18877,2026-04-15,parlamentario,Modifica la Constitución Política para declarar incompatible percibir pensiones de retiro y remuneraciones por ejercer cargos de elección popular o altos cargos de la administración del Estado,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18443&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18443&prmTIPO=INICIATIVA,application/pdf,pdf_text,2,2,2580,2580,rica,31fe82706425d790414fc91e195594c238f35bcb084ab156457961802f24b194,2026-09-02T15:08:12+00:00
18215-10,18871,2026-04-22,ejecutivo,"Acuerdo de mutua exención del requisito de visa para los titulares de pasaportes diplomáticos, especiales y oficiales entre el Gobierno de la República de Chile y el Gobierno del Estado de Catar",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18437&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18437&prmTIPO=INICIATIVA,application/pdf,pdf_text,8,8,2990,2990,rica,1e1681a2e3456476be7bd3cf23c781620a3ba898d98bb672b9dbf63beade9ceb,2026-09-02T15:08:25+00:00
18216-05,18872,2026-04-22,ejecutivo,Para la reconstrucción nacional y el desarrollo económico y social,texto_mensaje,Texto del mensaje,https://www.camara.cl/verDoc.aspx?prmID=36065&prmTIPO=OFICIOPLEY,https://www.camara.cl/verDoc.aspx?prmID=36065&prmTIPO=OFICIOPLEY,application/vnd.openxmlformats-officedocument.wordprocessingml.document,docx_text,0,1360,239136,120000,rica,e9631b117256ea7bd950a1d60f2b747fe9bd0d26e7871ffa40d19a7f0ee6b844,2026-09-02T15:08:26+00:00
18217-07,18879,2026-04-22,parlamentario,"Modifica diversos cuerpos legales, con el objeto de perfeccionar las disposiciones relativas a la persecución penal de la criminalidad organizada y el terrorismo",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18445&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18445&prmTIPO=INICIATIVA,application/pdf,pdf_text,12,12,21579,21579,rica,5dc987df9847279497eeb7be855234afe1e74e5134cab9417a1c9474f77969bf,2026-09-02T15:08:26+00:00
18218-25,18880,2026-04-22,parlamentario,"Modifica diversos cuerpos legales, en materia de persecución de conductas que afectan la seguridad en espacios públicos o alteran gravemente la convivencia ciudadana",ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18446&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18446&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,9540,9540,rica,82f7543880aedff04dd6b0c3a3cf2658f03ee245d75da7badc6c1c3c9f1dccf2,2026-09-02T15:08:27+00:00
18219-07,18885,2026-04-22,parlamentario,Modifica cuerpos legales que indica para extender el estatuto de protección al denunciante de delitos de corrupción y criminalidad económica,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18451&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18451&prmTIPO=INICIATIVA,application/pdf,pdf_text,7,7,9554,7780,rica,10ed316231e19dece8b2e4b1e24c820e49d648234da7932cd5b323c6b02f264a,2026-09-02T15:08:27+00:00
18220-07,18896,2026-04-21,parlamentario,Reforma constitucional que extiende el periodo en el que las autoridades del Gobierno deben comparecer y suministrar antecedentes ante las comisiones especiales investigadoras,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18462&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18462&prmTIPO=INICIATIVA,application/pdf,pdf_text,5,5,7760,6135,rica,2c66dc4b63fadf183748c117e643f0193deb8d29aff3a4dfe1b1905f4c86e77d,2026-09-02T15:08:24+00:00
18221-11,18884,2026-04-20,parlamentario,Garantiza el acceso efectivo a prestaciones de salud en zonas rurales y aisladas mediante la incorporación del principio de pertinencia territorial en la atención primaria municipal,ingreso_proyecto,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18450&prmTIPO=INICIATIVA,https://www.camara.cl/verDoc.aspx?prmID=18450&prmTIPO=INICIATIVA,application/pdf,pdf_text,6,6,11395,9630,rica,697a8e90e16e76dc8a250ea1e070b90dff8ba2b75ff6c0c3929f97c4dccd5ea0,2026-09-02T15:08:23+00:00
