boletin,fecha,sesion,etapa,subetapa,documento_url,fuente
18176-35,2026-07-13,42ª / 374,Segundo trámite constitucional / C. Diputados,Cuenta del Mensaje 198-374 que hace presente la urgencia Simple,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18837&prmBOLETIN=18176-35
18176-35,2026-08-18,,Segundo trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28182&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18837&prmBOLETIN=18176-35
18177-01,2026-04-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18407&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18841&prmBOLETIN=18177-01
18178-10,2026-04-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto. Contiene texto del Acuerdo e Informe Financiero,https://www.camara.cl/verDoc.aspx?prmID=18404&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-04-15,,Primer trámite constitucional / C. Diputados,Texto del Mensaje.,https://www.camara.cl/verDoc.aspx?prmID=36041&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-04-21,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=27942&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-06-08,30ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 130-374 que hace presente la urgencia Simple,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-06-08,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36685&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-06-17,,Segundo trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28052&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-07-08,41ª / 374,Segundo trámite constitucional / Senado,Discusión general,https://www.camara.cl/verDoc.aspx?prmID=80582&prmTIPO=BOLETINOFICIAL,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-07-08,,Segundo trámite constitucional / Senado,Oficio aprobación sin modificaciones a Cámara de Origen,https://www.camara.cl/verDoc.aspx?prmID=36805&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18178-10,2026-07-13,,Trámite finalización en Cámara de Origen / C. Diputados,Oficio de ley al Ejecutivo,https://www.camara.cl/verDoc.aspx?prmID=36993&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18838&prmBOLETIN=18178-10
18179-18,2026-04-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18408&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18842&prmBOLETIN=18179-18
18180-13,2026-04-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18409&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18843&prmBOLETIN=18180-13
18181-13,2026-04-14,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18410&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18844&prmBOLETIN=18181-13
18182-07,2026-04-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18411&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18845&prmBOLETIN=18182-07
18183-07,2026-04-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18412&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18846&prmBOLETIN=18183-07
18184-07,2026-04-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18413&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18847&prmBOLETIN=18184-07
18185-07,2026-04-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18414&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18848&prmBOLETIN=18185-07
18186-07,2026-04-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18415&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18849&prmBOLETIN=18186-07
18187-07,2026-04-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18416&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18850&prmBOLETIN=18187-07
18188-07,2026-04-14,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18417&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18851&prmBOLETIN=18188-07
18189-14,2026-04-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18425&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18859&prmBOLETIN=18189-14
18189-14,2026-08-05,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28137&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18859&prmBOLETIN=18189-14
18189-14,2026-08-17,57ª / 374,Primer trámite constitucional / C. Diputados,Cuenta del Mensaje 263-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18859&prmBOLETIN=18189-14
18189-14,2026-08-19,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=37103&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18859&prmBOLETIN=18189-14
18190-11,2026-04-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18424&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18858&prmBOLETIN=18190-11
18191-37,2026-04-15,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18418&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18852&prmBOLETIN=18191-37
18192-25,2026-04-15,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18419&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18853&prmBOLETIN=18192-25
18192-25,2026-04-21,,Primer trámite constitucional / Senado,Oficio N° 111-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36062&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18853&prmBOLETIN=18192-25
18192-25,2026-04-21,,Primer trámite constitucional / Senado,Oficio N° a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36059&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18853&prmBOLETIN=18192-25
18193-06,2026-04-15,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18420&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18854&prmBOLETIN=18193-06
18194-08,2026-04-15,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18421&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18855&prmBOLETIN=18194-08
18195-07,2026-04-15,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18422&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18856&prmBOLETIN=18195-07
18196-04,2026-04-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18426&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18860&prmBOLETIN=18196-04
18197-04,2026-04-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18423&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18857&prmBOLETIN=18197-04
18197-04,2026-04-20,,Primer trámite constitucional / C. Diputados,Oficio N° 21.170. Comunica el acuerdo de la Cámara de Diputados que radica el proyecto en la Comisión de Hacienda.,https://www.camara.cl/verDoc.aspx?prmID=36051&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18857&prmBOLETIN=18197-04
18197-04,2026-06-08,,Primer trámite constitucional / C. Diputados,Eximido del trámite ante Comisión Derivado a Comisión de Hacienda,https://www.camara.cl/verDoc.aspx?prmID=28032&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18857&prmBOLETIN=18197-04
18198-15,2026-04-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18427&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18861&prmBOLETIN=18198-15
18198-15,2026-04-20,,Primer trámite constitucional / C. Diputados,"Oficio N° 21.171. Comunica que la Cámara de Diputados acordó remitir el proyecto a la Comisión de Pesca, Acuicultura e Intereses Marítimos.",https://www.camara.cl/verDoc.aspx?prmID=36055&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18861&prmBOLETIN=18198-15
18199-12,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18447&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18881&prmBOLETIN=18199-12
18200-06,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18434&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18868&prmBOLETIN=18200-06
18201-06,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18430&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18864&prmBOLETIN=18201-06
18202-06,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18433&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18867&prmBOLETIN=18202-06
18203-06,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18432&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18866&prmBOLETIN=18203-06
18204-06,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18431&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18865&prmBOLETIN=18204-06
18205-29,2026-04-15,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18428&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18862&prmBOLETIN=18205-29
18206-13,2026-04-16,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18435&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18869&prmBOLETIN=18206-13
18207-06,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18436&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18870&prmBOLETIN=18207-06
18208-25,2026-04-20,,Primer trámite constitucional / Senado,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18429&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18863&prmBOLETIN=18208-25
18208-25,2026-04-21,,Primer trámite constitucional / Senado,Oficio N° 109-26 a la Corte Suprema,https://www.camara.cl/verDoc.aspx?prmID=36060&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18863&prmBOLETIN=18208-25
18208-25,2026-08-18,51ª / 374,Primer trámite constitucional / Senado,Cuenta del Mensaje 268-374 que retira y hace presente la urgencia Suma,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18863&prmBOLETIN=18208-25
18208-25,2026-08-28,,Primer trámite constitucional / Senado,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28196&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18863&prmBOLETIN=18208-25
18209-04,2026-04-20,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18439&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18873&prmBOLETIN=18209-04
18210-06,2026-04-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18440&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18874&prmBOLETIN=18210-06
18210-06,2026-07-23,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28112&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18874&prmBOLETIN=18210-06
18210-06,2026-08-12,,Primer trámite constitucional / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=37011&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18874&prmBOLETIN=18210-06
18211-25,2026-04-22,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18441&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18875&prmBOLETIN=18211-25
18211-25,2026-06-17,,Primer trámite constitucional / C. Diputados,Primer informe de comisión,https://www.camara.cl/verDoc.aspx?prmID=28051&prmTIPO=INFORMEPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18875&prmBOLETIN=18211-25
18211-25,2026-06-24,,Primer trámite constitucional insistido / C. Diputados,Oficio de ley a Cámara Revisora,https://www.camara.cl/verDoc.aspx?prmID=36773&prmTIPO=OFICIOPLEY,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18875&prmBOLETIN=18211-25
18211-25,2026-09-01,53ª / 374,Segundo trámite constitucional / Senado,Cuenta del Mensaje 286-374 que retira y hace presente la urgencia Discusión inmediata,,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18875&prmBOLETIN=18211-25
18212-07,2026-04-21,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18442&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18876&prmBOLETIN=18212-07
18213-07,2026-04-07,,Primer trámite constitucional / C. Diputados,Ingreso de proyecto,https://www.camara.cl/verDoc.aspx?prmID=18444&prmTIPO=INICIATIVA,https://www.camara.cl/legislacion/ProyectosDeLey/tramitacion.aspx?prmID=18878&prmBOLETIN=18213-07
