vote_id,boletin,fecha,sesion_id,sesion_numero,descripcion,articulo,total_si,total_no,total_abstencion,total_dispensado,tipo_votacion,tipo_votacion_codigo,resultado,resultado_codigo,quorum,quorum_codigo,tipo_votacion_proyecto,tipo_votacion_proyecto_codigo,tramite_constitucional,tramite_constitucional_codigo,tramite_reglamentario,tramite_reglamentario_codigo,verificado_sala,verification_url
89349,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"En votación particular el numeral 2) del artículo 2° del proyecto con la indicación renovada de las diputadas Cáceres y Santibáñez y de los diputados Rivas y Salinas, para agregar una expresión final en el artículo 5 propuesto.",66,65,1,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89349
89350,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Numeral 2) del artículo 2° del proyecto, en los términos propuestos por la Comisión de Minería y Energía, y que consta en las páginas 42 a 44 del comparado.",130,1,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89350
89351,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Reclamación de la declaración de inadmisibilidad de la indicación de las diputadas Valentina Cáceres y Marisela Santibáñez y de los diputados José Antonio Rivas y Bernardo Salinas, para agregar, en el numeral 2) del artículo 2° del proyecto, un inciso nuevo final en el artículo 5 propuesto. 

(Quienes votan a favor lo hacen por la admisibilidad; quienes votan en contra por su inadmisibilidad)",66,61,5,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89351
89352,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Numeral 5 del artículo 2° del proyecto, cuya votación separada ha sido solicitada por las diputadas Valentina Cáceres y Marisela Santibáñez y por el diputado Jorge Brito, y que consta en las páginas 49 a 55 del comparado.",83,45,4,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89352
89353,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Numeral 6 del artículo 2° del proyecto, cuya votación separada ha sido solicitada por la diputada Marisela Santibáñez y por el diputado Jorge Brito, y que consta en las páginas 55 a 57 del comparado.",72,58,2,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89353
89354,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Numeral 8 del artículo 2° del proyecto, cuya votación separada ha sido solicitada por la diputada Marisela Santibáñez y por el diputado Jorge Brito, y que consta en las páginas 58 a 60 del comparado.",73,59,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89354
89355,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Reclamación de la declaración de inadmisibilidad de la indicación de las diputadas Valentina Cáceres y Marisela Santibáñez y de los diputados José Antonio Rivas y Bernardo Salinas, para modificar en el numeral 1) del artículo 3, la expresión “, 2026 y 2027” por la siguiente: “, 2026, 2027 y 2028”.  

(Quienes votan a favor lo hacen por la admisibilidad; quienes votan en contra por su inadmisibilidad)",56,76,0,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89355
89356,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Encabezado del artículo 3° y su numeral 1, en los términos propuestos por la Comisión de Minería y Energía, cuya votación separada ha sido solicitada por las diputadas Valentina Cáceres e Irací Hassler, y que consta en las páginas 60 a 62 del comparado.",130,1,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89356
89357,18384-08,2026-07-08,4797,41,Boletín N°18384-08,"Numeral 3 del artículo 3° del proyecto, cuya votación separada ha sido solicitada por la diputada Irací Hassler y por el diputado Benjamín Moreno, y que consta en la página 64 del comparado.",86,40,6,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89357
89358,18384-08,2026-07-08,4797,41,Boletín N°18384-08,Indicación del Ejecutivo que agrega un nuevo numeral 8 al artículo 1° del proyecto.,131,1,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89358
89381,18399-06,2026-07-13,4798,42,Boletín N°18399-06,,97,0,33,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,General,1,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89381
89382,18399-06,2026-07-13,4798,42,Boletín N°18399-06,"Artículo único del proyecto, con la indicación del diputado Jorge Alessandri, para reemplazar la expresión “de los años 2026 y 2027, por el 10 de agosto de los años 2026 y 2027, respectivamente” por “del año 2026, por el 10 de agosto del año 2026”.",12,80,42,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89382
89383,18399-06,2026-07-13,4798,42,Boletín N°18399-06,"Artículo único del proyecto, en los términos propuestos por la Comisión de Gobierno Interior, Nacionalidad, Ciudadanía y Regionalización.",103,0,34,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Primer Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89383
89384,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Modificaciones incorporadas por el Senado en el proyecto de ley, originado en mensaje, que “Modifica la ley N° 21.325 para perfeccionar el procedimiento de expulsión administrativa.”, con la salvedad de la enmienda que requiere quorum especial de aprobación y de aquellas cuya votación separada ha sido solicitada.",125,0,13,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89384
89385,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Enmienda del Senado que incorpora un nuevo número 1 al artículo 1 del proyecto de ley, cuya votación separada ha sido solicitada por la diputada Lorena Fries y el diputado Raúl Leiva, y que consta en la página 2 del comparado.",99,39,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89385
89386,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Enmienda del Senado que incorpora un nuevo número 2 al artículo 1 del proyecto de ley, cuya votación separada ha sido solicitada por la diputada Lorena Fries y el diputado Raúl Leiva, y que consta en la página 5 del comparado.",99,37,2,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89386
89387,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Enmienda del Senado que incorpora un nuevo número 3 al artículo 1 del proyecto de ley, cuya votación separada ha sido solicitada por la diputada Lorena Fries, y que consta en las páginas 6 a 8 del comparado.",98,39,1,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89387
89388,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Enmienda del Senado que reemplaza la letra b), del número 3, del artículo 1 del texto aprobado por la Cámara, que ha pasado a ser la letra c), del número 6, del artículo 1 del proyecto de ley; cuya votación separada ha sido solicitada por el diputado Raúl Leiva; que requiere para su aprobación del voto favorable de 78 diputadas y diputados, por tratarse de una norma de rango orgánico constitucional; y que consta en las páginas 14 y 17 del comparado.",138,1,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Calificado,2,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89388
89389,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Enmienda del Senado que elimina la letra a), del número 6, que ha pasado a ser 8, del artículo 1 del proyecto de ley, cuya votación separada ha sido solicitada por el diputado Benjamín Moreno; y que consta en la página 26 del comparado.",51,69,19,0,Proyecto de Ley,1,Unánime,2,Quórum Simple,1,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89389
89390,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Enmienda del Senado que reemplaza el número 7, que ha pasado a ser 9, del artículo 1 del proyecto de ley, cuya votación separada ha sido solicitada por las diputadas Lorena Fries, Daniela Serrano y Ana María Gazmuri y los diputados Bernardo Salinas, Marco Barraza y Raúl Leiva; y que consta en las páginas 28 a 31 del comparado.",90,49,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89390
89391,16836-06,2026-07-13,4798,42,Boletín N°16836-06,"Enmienda del Senado que incorpora un nuevo número 10 al artículo 1 del proyecto de ley, cuya votación separada ha sido solicitada por la diputada Lorena Fries; y que consta en las páginas 31 a 33 del comparado.",100,37,2,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Única,6,Tercer Trámite,,Sin Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89391
89407,17012-14,2026-07-14,4799,43,Boletín N°17012-14,,139,0,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,General,1,Segundo Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89407
89408,17012-14,2026-07-14,4799,43,Boletín N°17012-14,"Número 1 del artículo único del proyecto, en los términos propuestos por la Comisión de Vivienda, cuya votación separada ha sido solicitada por la diputada Ana María Gazmuri, y que consta en las páginas 1 a 7 del comparado.",139,0,0,0,Proyecto de Ley,1,Aprobado,1,Quórum Simple,1,Particular,2,Segundo Trámite,,Primer Informe,,1,https://www.camara.cl/legislacion/sala_sesiones/votacion_detalle.aspx?prmIdVotacion=89408
