"spec_id","diputado_id","diputado_nombre","binary_votes_selected","dimension_1_raw","dimension_2_raw","se_1d","se_2d","gmp","correctly_classified"
"raw_lop025_2d","1128","Ana María Gazmuri Vieira",234,0.902743875980377,0.4066241979599,0,0,0.938917279243469,0.987179487179487
"raw_lop025_2d","1131","Mauro González Villarroel",244,-0.742539465427399,0.0402690321207047,0,0,0.937783539295197,0.967213114754098
"raw_lop025_2d","1132","Jorge Guzmán Zepeda",260,-0.729479849338531,-0.265043050050735,0,0,0.892588794231415,0.961538461538462
"raw_lop025_2d","1133","Juan Irarrázaval Rossel",267,-0.987206339836121,0.159447893500328,0,0,0.983684837818146,0.99625468164794
"raw_lop025_2d","1140","Daniel Lilayu Vivanco",264,-0.905197262763977,-0.233091965317726,0,0,0.960628628730774,0.992424242424242
"raw_lop025_2d","1141","Luis Malla Valenzuela",241,0.345449596643448,-0.264853000640869,0,0,0.834823071956635,0.937759336099585
"raw_lop025_2d","1142","Daniel Manouchehri Lobos",233,0.563271939754486,-0.0673338025808334,0,0,0.945666074752808,0.995708154506438
"raw_lop025_2d","1143","Cristóbal Martínez Ramírez",267,-0.810857474803925,-0.140679448843002,0,0,0.939580619335175,0.9812734082397
"raw_lop025_2d","1146","José Carlos Meza Pereira",249,-0.96975976228714,0.218484118580818,0,0,0.946360051631927,0.991967871485944
"raw_lop025_2d","1148","Javiera Morales Alvarado",87,0.638236224651337,0.136533945798874,0,0,0.9617720246315,0.977011494252874
"raw_lop025_2d","1150","Benjamín Moreno Bascur",271,-0.987426042556763,0.158081755042076,0,0,0.983334124088287,0.996309963099631
"raw_lop025_2d","1152","Gloria Naveillan Arriagada",244,-0.869329452514648,-0.494233191013336,0,0,0.937283158302307,0.983606557377049
"raw_lop025_2d","1153","Coca Ericka Ñanco Vásquez",163,0.752974689006805,-0.0481886751949787,0,0,0.951318800449371,0.993865030674847
"raw_lop025_2d","1157","Marlene Pérez Cartes",218,-0.767032265663147,-0.114372260868549,0,0,0.952117443084717,0.981651376146789
